0.0000000000,1.0000000000,-0.5745581331,-0.4321487936,-1.0644241467,-0.6418982280,-0.6076853645,-0.7262115736,-0.6382168892,1.0000000000
0.0000000000,1.0000000000,-1.4489858478,-1.4399289969,-1.1839783069,-1.2302771065,-1.1709098401,-1.2052212408,-1.2129873174,1.0000000000
0.0000000000,0.0000000000,0.0500330916,0.1221303181,-0.1079908657,-0.3094692603,-0.4634998987,-0.3566898303,-0.2071390680,1.0000000000
0.0000000000,1.0000000000,-0.6994763781,-0.4321487936,-0.3470991860,-0.6378193450,-0.6482375267,-0.6075996560,-0.6022937374,1.0000000000
1.0000000000,0.0000000000,-1.6155435078,-1.5407070172,-1.4230866271,-1.2720856576,-1.2159677982,-1.2873371838,-1.3207567727,1.0000000000
1.0000000000,0.0000000000,-0.8243946231,-1.0872059258,-1.0644241467,-0.9733074750,-0.9839193142,-0.9406254246,-0.8537557998,1.0000000000
0.0000000000,0.0000000000,0.0500330916,0.0717413080,0.2506716146,-0.1045053875,-0.5513629169,-0.3566898303,0.6550165743,1.0000000000
0.0000000000,0.0000000000,0.1749513366,0.1725193283,-0.3470991860,-0.1238800820,-0.2945325560,-0.2836978810,0.1520924496,1.0000000000
0.0000000000,1.0000000000,-0.4080004732,-0.3817597835,-0.3470991860,-0.6510757148,-0.6437317309,-0.6212856465,-0.5304474339,1.0000000000
0.0000000000,0.0000000000,0.2165907516,0.3236863588,0.2506716146,0.1341092703,-0.2021637420,-0.2700118905,0.5831702708,1.0000000000
0.0000000000,0.0000000000,0.0083936767,-0.2809817632,0.0115632944,-0.4532498874,-0.7451121366,-0.3019458683,-0.2071390680,1.0000000000
0.0000000000,1.0000000000,-0.7827552081,-0.5833158241,-0.7057616664,-0.8621579121,-0.8645157254,-0.9086914468,-0.7459863445,1.0000000000
0.0000000000,1.0000000000,-0.2830822282,-0.2809817632,-0.1079908657,-0.5858135862,-0.6392259351,-0.7809555356,-0.3508316751,1.0000000000
0.0000000000,0.0000000000,0.0916725066,-0.0290367123,0.1311174545,-0.2941734489,-0.3914071659,-0.0875320172,-0.2430622198,1.0000000000
0.0000000000,0.0000000000,-0.4496398882,-0.5329268140,-0.9448699866,-0.7204167265,-0.8645157254,-0.9132534437,-0.3867548269,1.0000000000
0.0000000000,1.0000000000,-0.1998033983,-0.0794257225,-0.2275450259,-0.3349622793,-0.4567412050,-0.4342437764,0.0083998425,1.0000000000
1.0000000000,0.0000000000,-1.4073464329,-1.2887619664,-1.3035324670,-1.0977134077,-1.1911859213,-1.2873371838,-0.8896789515,1.0000000000
0.0000000000,0.0000000000,-0.6994763781,-0.6840938445,-0.9448699866,-0.7703830437,-0.7721469114,-0.8539474848,-0.7819094963,1.0000000000
0.0000000000,1.0000000000,-1.3240676029,-1.1375949359,-1.4230866271,-1.1690938609,-1.1821743296,-1.2554032060,-0.9974484068,1.0000000000
0.0000000000,1.0000000000,-0.6161975481,-0.8856498851,-0.9448699866,-0.9131439501,-0.8509983380,-0.9634354088,-0.8896789515,1.0000000000
0.0000000000,1.0000000000,-1.4073464329,-1.2887619664,-1.0644241467,-1.1894882761,-1.1889330234,-1.0820473264,-1.1770641657,1.0000000000
1.0000000000,0.0000000000,-1.1991493579,-1.3391509766,-0.9448699866,-1.2302771065,-1.2587728583,-1.2006592440,-1.1052178621,1.0000000000
0.0000000000,0.0000000000,0.3415089966,0.3236863588,0.3702257748,0.2258841387,0.3069911839,0.3047997102,0.2239387531,1.0000000000
0.0000000000,0.0000000000,0.2165907516,0.0717413080,-0.1079908657,-0.1330575688,-0.1863934567,0.2683037356,-0.2789853716,1.0000000000
0.0000000000,0.0000000000,0.7579031464,0.7267984401,0.6093340950,0.6786401561,0.6922367253,1.0985871588,0.4754008155,1.0000000000
0.0000000000,0.0000000000,0.2998695816,0.3236863588,0.0115632944,0.2034502820,0.1042303727,0.0675758750,0.4394776637,1.0000000000
0.0000000000,0.0000000000,0.4664272415,0.4244643791,1.0875507355,0.3400928638,0.1582999224,0.8339913426,0.3317082084,1.0000000000
0.0000000000,1.0000000000,0.5497060715,0.3740753690,0.0115632944,0.2085488858,-0.0151732161,0.4872795835,0.2957850567,1.0000000000
0.0000000000,1.0000000000,0.6746243164,0.6764094299,0.9679965754,0.2197658141,0.1560470245,0.3504196785,0.4035545120,1.0000000000
0.0000000000,1.0000000000,0.4247878265,0.1725193283,0.0115632944,0.0708865832,0.1515412287,0.4234116278,-0.2789853716,1.0000000000
0.0000000000,1.0000000000,0.4664272415,0.6260204198,0.6093340950,0.3441717468,0.1537941266,0.5602715328,0.6550165743,1.0000000000
0.0000000000,0.0000000000,1.2992155412,1.5330226027,0.6093340950,1.6524734818,1.1090228372,0.9115452887,1.5890185202,1.0000000000
0.0000000000,1.0000000000,1.1742972963,1.1802995316,0.6093340950,1.0386015843,0.8657098638,1.6140928007,0.7987091814,1.0000000000
0.0000000000,0.0000000000,1.2992155412,1.4322445824,0.8484424153,1.9767446834,2.0529870584,1.9334325789,1.5530953684,1.0000000000
0.0000000000,0.0000000000,1.5074126162,1.4322445824,1.4462132159,1.7962541089,1.2329322219,2.1067884585,1.8045574307,1.0000000000
0.0000000000,1.0000000000,-0.4912793032,-0.5329268140,-0.8253158265,-0.7122589604,-0.5964208750,-0.5163597194,-0.8178326480,1.0000000000
0.0000000000,0.0000000000,0.1333119216,0.6764094299,0.3702257748,0.7918291604,0.7710881518,1.1578931176,0.7268628778,1.0000000000
